high,best_bid,last,cur,symbol,best_ask,vwap,max_bid,volume,low,min_ask,time
0.0045,0.0041,0.00416,NEO,NEO/BTC,0.00415999,0.00417887,0.0045,767.68511994,0.00400116,0.00400115,Mon Nov 27 18:27:08 2017
0.0001947,0.00017891,0.0001828,NMC,NMC/BTC,0.00018574,0.00018679,0.0001947,7979.94179692,0.00017925,0.00017925,Mon Nov 27 18:27:08 2017
0.0,0.00510032,0.0,BNT,BNT/ETH,0.03799974,0.0,0.00510032,0.0,0.0,0.03799974,Mon Nov 27 18:27:08 2017
0.0,1.35056,0.0,ANT,ANT/USD,2.185,0.0,1.35056,0.0,0.0,2.185,Mon Nov 27 18:27:08 2017
5.2,4.2,4.5995,TAAS,TAAS/USD,4.59999,4.38735929,5.2,56.41872589,4.0004,4.0004,Mon Nov 27 18:27:08 2017
16.4,15.1,15.1,MNX,MNX/USD,16.29999,14.13190092,16.4,773.79893577,12.42014,12.42013,Mon Nov 27 18:27:08 2017
0.01975332,0.00800285,0.00800055,DGD,DGD/BTC,0.01489976,0.01290896,0.01975332,2.89961038,0.00800055,0.00800055,Mon Nov 27 18:27:08 2017
0.0,0.0070008,0.0,DAY,DAY/ETH,0.01005567,0.0,0.0069095,0.0,0.0,0.01005497,Mon Nov 27 18:27:08 2017
0.0,0.00017801,0.0,ARTE,ARTE/ETH,0.006,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
5e-06,4.25e-06,4.25e-06,ZBC,ZBC/BTC,4.82e-06,4.38e-06,5e-06,79799.8309981,3.31e-06,3.31e-06,Mon Nov 27 18:27:08 2017
0.0,0.0,0.0,LTC,LTC/RUR,0.0,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,0.03658,0.0,ITI,ITI/ETH,0.09999999,0.0,0.03658,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
1.38e-06,1.01e-06,1.28e-06,BPC,BPC/BTC,1.28e-06,1.16e-06,1.38e-06,10746.7773195,1e-06,1e-06,Mon Nov 27 18:27:08 2017
1.72e-06,1.72e-06,1.72e-06,XRC,XRC/BTC,1.82e-06,1.71e-06,1.72e-06,35161.3286274,1.71e-06,1.71e-06,Mon Nov 27 18:27:08 2017
2.00226,2.00334,2.00226,BNT,BNT/USD,3.999,2.00226,2.00334,1.62319,2.00226,2.00226,Mon Nov 27 18:27:08 2017
0.0,0.0031002,0.0,ANT,ANT/ETH,0.00509301,0.0,0.00310022,0.0,0.0,0.00441826,Mon Nov 27 18:27:08 2017
0.00058985,0.00052899,0.00055289,MONA,MONA/BTC,0.00058982,0.00050789,0.00058985,17074.2305608,0.0004518,0.00023505,Mon Nov 27 18:27:08 2017
0.0,0.00024,0.0,EMC,EMC/DASH,0.00239789,0.0,0.00024,0.0,0.0,0.00239789,Mon Nov 27 18:27:08 2017
1e-05,0.0,1e-05,VRS,VRS/USD,1e-05,1e-05,1e-05,5476723.0984,1e-05,1e-05,Mon Nov 27 18:27:08 2017
0.0,0.0,0.0,DASH,DASH/RUR,0.0,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,6.40055,0.0,ITI,ITI/EUR,24.0,0.0,6.40055,0.0,0.0,10000.0,Mon Nov 27 18:27:08 2017
1e-05,0.0,1e-05,DIME,DIME/USD,1e-05,1e-05,1e-05,8350230.38528,1e-05,1e-05,Mon Nov 27 18:27:08 2017
0.0,16100.0,0.0,BCH,BCH/ZBC,147999.99998,0.0,16100.0,0.0,0.0,16050.0,Mon Nov 27 18:27:08 2017
0.00031,0.00029308,0.00031,EOS,EOS/BTC,0.000309,0.00027795,0.00031,11805.7875157,0.000248,0.000241,Mon Nov 27 18:27:08 2017
0.00127914,0.00118796,0.00127914,MNE,MNE/ETH,0.00127915,0.00114916,0.00127915,1588.01206913,0.00101791,0.00101791,Mon Nov 27 18:27:08 2017
2.6e-05,2.57e-05,2.57e-05,wETT,wETT/BTC,2.6e-05,1.787e-05,2.6e-05,565.08040709,1.239e-05,1.239e-05,Mon Nov 27 18:27:08 2017
0.0,0.0,0.0,QAU,QAU/CRBIT,0.0,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
1.453e-05,1.217e-05,1.341e-05,GOLOS,GOLOS/BTC,1.456e-05,1.29e-05,1.453e-05,15114.4877607,1.19e-05,1.189e-05,Mon Nov 27 18:27:08 2017
0.0007801,0.0007305,0.00073942,CLOAK,CLOAK/BTC,0.00074486,0.00073391,0.0007801,24110.3463161,0.00024592,0.00024592,Mon Nov 27 18:27:08 2017
29498.99948,26177.00082,29498.99948,ETH,ETH/RUR,29497.99944,27712.7087819,29498.99948,3.81437877,24000.00022,24000.00022,Mon Nov 27 18:27:08 2017
0.00031745,0.00028356,0.00028356,VRM,VRM/BTC,0.00028359,0.00027612,0.00031745,5215.64554572,0.00025891,0.00025891,Mon Nov 27 18:27:08 2017
0.000247,0.00020227,0.000246,ANT,ANT/BTC,0.00027473,0.00023203,0.000247,45.58320137,0.00020039,0.00020039,Mon Nov 27 18:27:08 2017
0.0,0.00400502,0.0,EMC,EMC/XMR,0.01198,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.001685,0.00162989,0.00162989,MNX,MNX/BTC,0.00165298,0.00154296,0.001685,8778.27680995,0.00138701,0.00097773,Mon Nov 27 18:27:08 2017
0.0,0.00800007,0.0,PPY,PPY/ETH,0.01584715,0.0,0.00800007,0.0,0.0,0.01584715,Mon Nov 27 18:27:08 2017
1.649e-05,1.575e-05,1.566e-05,VIB,VIB/BTC,1.649e-05,1.57e-05,1.649e-05,91069.7801559,1.422e-05,1.1e-05,Mon Nov 27 18:27:08 2017
0.0,0.00062,0.0,VOISE,VOISE/EUR,0.02999,0.0,0.00062,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
3.299e-05,6.03e-06,3.299e-05,BPC,BPC/ETH,3.3e-05,3.299e-05,3.299e-05,551.49291445,3.299e-05,3.099e-05,Mon Nov 27 18:27:08 2017
0.06967495,0.06475002,0.06475,DASH,DASH/BTC,0.06549894,0.06573059,0.06967495,2566.73774972,0.06240471,0.06179341,Mon Nov 27 18:27:08 2017
9.001e-05,6.7e-05,6.752e-05,MGO,MGO/BTC,7.494e-05,8.036e-05,9.001e-05,7922.46736986,5.201e-05,4.811e-05,Mon Nov 27 18:27:08 2017
0.48,0.29001,0.48,CPC,CPC/USD,0.47,0.35083984,0.48,321.24635218,0.34999,0.34999,Mon Nov 27 18:27:08 2017
0.0,3.00003,0.0,PPY,PPY/USD,6.28885,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,1.812e-05,0.0,HNC,HNC/ETH,3e-05,0.0,1.812e-05,0.0,0.0,3e-05,Mon Nov 27 18:27:08 2017
0.0,0.00030109,0.0,FirstBlood,FirstBlood/ETH,0.0039849,0.0,0.00030109,0.0,0.0,0.0039849,Mon Nov 27 18:27:08 2017
0.0,0.0,0.0,DIME,DIME/EUR,1e-05,0.0,0.0,0.0,0.0,1e-05,Mon Nov 27 18:27:08 2017
5000000.0,0.55055,1.0,AMM,AMM/USD,1.0,3.45230926,5000000.0,53.7463135,0.10002,0.10002,Mon Nov 27 18:27:08 2017
0.0,2.50000001,0.0,OBITS,OBITS/BTS,10.0,0.0,2.50000001,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,0.03535,0.0,POSW,POSW/EUR,0.2,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
1.8e-07,1.1e-07,1.2e-07,VLTC,VLTC/BTC,1.4e-07,1.5e-07,1.8e-07,138295.080782,1e-07,1e-07,Mon Nov 27 18:27:08 2017
0.0,0.37607,0.0,FirstBlood,FirstBlood/USD,0.69975,0.0,0.375,0.0,0.0,0.69975,Mon Nov 27 18:27:08 2017
0.0,0.01616,0.0,PIVX,PIVX/XMR,0.17969999,0.0,0.01616,0.0,0.0,0.17969999,Mon Nov 27 18:27:08 2017
0.0,0.00800504,0.0,MLN,MLN/BTC,0.01148991,0.0,0.00800504,0.0,0.0,0.01148991,Mon Nov 27 18:27:08 2017
1.509e-05,1.352e-05,1.401e-05,QAU,QAU/BTC,1.45e-05,1.411e-05,1.89e-05,43215.4569539,1.201e-05,1.201e-05,Mon Nov 27 18:27:08 2017
2.82e-06,2.21e-06,2.8e-06,FUN,FUN/BTC,2.79e-06,2.74e-06,2.81e-06,16524.3436281,2.57e-06,2.4e-06,Mon Nov 27 18:27:08 2017
0.0002978,0.00022933,0.0002978,POSW,POSW/ETH,0.00029996,0.00029762,0.00029781,539.11545232,0.00029761,0.00029761,Mon Nov 27 18:27:08 2017
2.094e-05,1.765e-05,1.88e-05,CCRB,CCRB/BTC,2.024e-05,2.003e-05,2.094e-05,9167.59245421,1.73e-05,1.73e-05,Mon Nov 27 18:27:08 2017
0.0,0.10111,0.0,POSW,POSW/CRBIT,0.494,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.05129,0.04950001,0.049611,ETH,ETH/BTC,0.049611,0.04951796,0.49999999,17544.6982026,0.04750003,0.0476,Mon Nov 27 18:27:08 2017
0.0,0.00065,0.0,CPC,CPC/ETH,0.00089965,0.0,0.0,0.0,0.0,0.00089965,Mon Nov 27 18:27:08 2017
1.5e-05,1.095e-05,1.117e-05,VOX,VOX/BTC,1.14e-05,1.132e-05,0.005,574283.340157,7.87e-06,7.87e-06,Mon Nov 27 18:27:08 2017
1.32e-06,9.6e-07,9.7e-07,DIBC,DIBC/BTC,1.22e-06,1.14e-06,1.32e-06,35703.0416519,9.6e-07,9.6e-07,Mon Nov 27 18:27:08 2017
0.01319,0.01113,0.012,HNC,HNC/USD,0.01269,0.01251268,0.01319,713.61219,0.012,0.012,Mon Nov 27 18:27:08 2017
0.1896,0.16844,0.1687,BCH,BCH/BTC,0.16912778,0.1748505,1690013.0,1185.331935,0.16515053,0.01710341,Mon Nov 27 18:27:08 2017
2.2,1.50557,2.1,ETHOS,ETHOS/USD,2.2,2.06981056,2.2,43.0113412,1.53001,1.0,Mon Nov 27 18:27:08 2017
0.0,0.0,0.0,DIME,DIME/ETH,1e-08,0.0,0.0,0.0,0.0,2e-08,Mon Nov 27 18:27:08 2017
0.02988,0.027,0.02773,EL,EL/USD,0.029,0.0251231,0.02988,25261.7006466,0.0197,0.0197,Mon Nov 27 18:27:08 2017
0.049,0.03011,0.049,FNC,FNC/USD,0.04899,0.049,0.049,60.74298,0.049,0.04899,Mon Nov 27 18:27:08 2017
8.7e-07,7.9e-07,8.1e-07,UNY,UNY/BTC,8.1e-07,8.1e-07,8.9e-07,510667.459745,7.8e-07,8e-07,Mon Nov 27 18:27:08 2017
1.91777,1.55008,1.5606,KRB,KRB/USD,1.67,1.74411947,1.91777,3392.71130265,1.5606,1.5606,Mon Nov 27 18:27:08 2017
2.303e-05,2.27e-05,2.302e-05,ZRX,ZRX/BTC,2.733e-05,2.303e-05,2.418e-05,122.93657689,2.302e-05,2.302e-05,Mon Nov 27 18:27:08 2017
0.14888,0.1052,0.14888,POSW,POSW/USD,0.14887,0.14888,0.14888,20.11425,0.14888,0.14887,Mon Nov 27 18:27:08 2017
1.4e-06,1.28e-06,1.29e-06,ABN,ABN/BTC,1.4e-06,1.4e-06,1.69e-06,67422.9853342,1.29e-06,1.32e-06,Mon Nov 27 18:27:08 2017
3.48e-06,3.05e-06,3e-06,PIPL,PIPL/BTC,3.26e-06,2.98e-06,3.48e-06,50343.917886,2.82e-06,2.93e-06,Mon Nov 27 18:27:08 2017
5.65e-06,5.4e-06,5.65e-06,GB,GB/BTC,5.65e-06,4.58e-06,6e-06,193575.213362,3.84e-06,3.84e-06,Mon Nov 27 18:27:08 2017
0.00529888,0.00340013,0.00529888,CLP,CLP/ETH,0.00528,0.00529886,0.00340013,56.0,0.00529886,0.00528,Mon Nov 27 18:27:08 2017
0.06349,0.0502,0.06349,ARC,ARC/USD,0.06349,0.05060816,9.0,515.84252,0.0502,0.0502,Mon Nov 27 18:27:08 2017
0.0,0.01306001,0.0,DMD,DMD/ETH,0.05,0.0,0.0,0.0,0.0,0.14,Mon Nov 27 18:27:08 2017
0.04745,0.03801,0.04,ZBC,ZBC/USD,0.04,0.04038957,0.04745,2822.5929305,0.038,0.038,Mon Nov 27 18:27:08 2017
0.00191502,0.00020009,0.00189442,SUMO,SUMO/ETH,0.00199595,0.00191298,0.00192926,113.07699075,0.00189442,0.00184798,Mon Nov 27 18:27:08 2017
4999.0,0.00030502,4999.0,AMM,AMM/ETH,0.004888,0.00355218,4999.0,31.14676481,0.0004,0.0004,Mon Nov 27 18:27:08 2017
0.0,1.15,0.0,CRBIT,CRBIT/LEO,1.49999998,0.0,1.15,0.0,0.0,1.9999999,Mon Nov 27 18:27:08 2017
3.7981231,3.405187,3.4,BCH,BCH/ETH,3.50373997,3.53644278,3.7981231,15.03021366,3.4,3.4,Mon Nov 27 18:27:08 2017
2.3e-07,2e-07,2e-07,DOGE,DOGE/BTC,2.1e-07,2.1e-07,2.3e-07,6789525.31718,2e-07,2e-07,Mon Nov 27 18:27:08 2017
2.0,1.799,2.0,CLP,CLP/USD,2.0,1.9999961,2.0,15.4991,1.99999,1.99,Mon Nov 27 18:27:08 2017
0.0,2.029e-05,0.0,FNC,FNC/ETH,0.00014793,0.0,0.0,0.0,0.0,0.00014779,Mon Nov 27 18:27:08 2017
0.0,1.628e-05,0.0,ARC,ARC/ETH,0.00019297,0.0,1.632e-05,0.0,0.0,0.00019297,Mon Nov 27 18:27:08 2017
1.544e-05,1.505e-05,1.51e-05,BTS,BTS/BTC,1.51e-05,1.471e-05,1.596e-05,508406.685865,1.357e-05,1.3e-05,Mon Nov 27 18:27:08 2017
0.0,0.0,0.0,LTC,LTC/EUR,0.0,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.01787094,0.01685014,0.01699307,XMR,XMR/BTC,0.01716964,0.01717591,0.01787094,9410.29359053,0.01629976,0.01613831,Mon Nov 27 18:27:08 2017
1e-08,0.0,1e-08,UNC,UNC/BTC,1e-08,1e-08,1e-08,704202.435616,1e-08,1e-08,Mon Nov 27 18:27:08 2017
0.0,0.1,0.0,wETT,wETT/USD,0.4,0.0,0.1,0.0,0.0,9.97,Mon Nov 27 18:27:08 2017
2.79999,1.00011,2.79999,KNC,KNC/USD,2.79998,1.9398736,2.79999,24.56468,1.79996,2.79998,Mon Nov 27 18:27:08 2017
0.05636,0.02235,0.05636,INSN,INSN/USD,0.0692,0.05636,0.05636,35.4224,0.05636,0.05636,Mon Nov 27 18:27:08 2017
0.00577308,0.00150001,0.00577307,MCR,MCR/ETH,0.00577308,0.00577307,0.00577308,2.93265731,0.00577307,0.00577307,Mon Nov 27 18:27:08 2017
8.0,7.61102,7.61104,LSK,LSK/USD,7.77195,7.58206494,740.0,10918.0086003,7.26249,7.26249,Mon Nov 27 18:27:08 2017
1.18e-06,1.11e-06,1.11e-06,DGB,DGB/BTC,1.13e-06,1.12e-06,1.18e-06,821755.820136,1.09e-06,1.09e-06,Mon Nov 27 18:27:08 2017
0.03310004,0.03000561,0.0329452,QTUM,QTUM/ETH,0.032798,0.03309483,0.03310004,46.65632094,0.0329452,0.032798,Mon Nov 27 18:27:08 2017
9.87365,7.66002,9.87217,DMD,DMD/USD,9.87114,9.8731129,9.87365,5.59748944,9.87217,9.87114,Mon Nov 27 18:27:08 2017
0.0,0.15000019,0.0,GNO,GNO/ETH,0.94998608,0.0,0.15000021,0.0,0.0,0.94998608,Mon Nov 27 18:27:08 2017
0.0,3.0,0.0,PLBT,PLBT/EMC,4.5,0.0,1.00000001,0.0,0.0,1000.0,Mon Nov 27 18:27:08 2017
6.196e-05,5.474e-05,5.795e-05,MNE,MNE/BTC,6.011e-05,5.436e-05,6.196e-05,17275.157763,4.001e-05,3.869e-05,Mon Nov 27 18:27:08 2017
0.00831,0.0046,0.00554,EDR,EDR/USD,0.00658,0.00674195,0.00831,266733.060271,0.00444,0.00444,Mon Nov 27 18:27:08 2017
0.0,2.85000001,0.0,DANC,DANC/ZBC,7.0,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
8.9e-05,8.122e-05,8.122e-05,STORJ,STORJ/BTC,8.899e-05,8.577e-05,8.9e-05,484.14957762,7.515e-05,7.522e-05,Mon Nov 27 18:27:08 2017
0.001,0.00020223,0.00099998,wETT,wETT/ETH,0.00099997,0.0006871,0.00101,43.85492848,0.0002,0.0002,Mon Nov 27 18:27:08 2017
0.00280609,0.00280603,0.00280609,REP,REP/BTC,0.00348497,0.00280609,0.00280609,1.0,0.00280609,0.00280609,Mon Nov 27 18:27:08 2017
92.45,90.5,90.5,LTC,LTC/USD,90.53379,85.51858491,92.45,2136.32645935,80.01003,79.07,Mon Nov 27 18:27:08 2017
0.0,0.00031,0.0,GUP,GUP/ETH,0.00053891,0.0,0.00031001,0.0,0.0,0.00053891,Mon Nov 27 18:27:08 2017
2.2e-05,2.003e-05,2.04e-05,XAUR,XAUR/BTC,2.114e-05,2.119e-05,2.2e-05,224008.736101,2e-05,2e-05,Mon Nov 27 18:27:08 2017
4.096e-05,3.631e-05,3.721e-05,CRBIT,CRBIT/BTC,3.859e-05,3.915e-05,4.096e-05,156865.455925,3.613e-05,3.613e-05,Mon Nov 27 18:27:08 2017
1.497e-05,1.101e-05,1.446e-05,VSL,VSL/BTC,1.395e-05,1.26e-05,1.497e-05,3995.75411466,1.11e-05,1.11e-05,Mon Nov 27 18:27:08 2017
0.0,1.229e-05,0.0,INSN,INSN/ETH,0.00029791,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
16.49977,13.80012,15.79997,QTUM,QTUM/USD,15.5,15.40851108,16.49977,0.72466,13.5,13.5,Mon Nov 27 18:27:08 2017
0.00489998,0.00031213,0.00489998,KNC,KNC/ETH,0.0048,0.00413426,0.00489998,378.35467552,0.00031133,0.00351025,Mon Nov 27 18:27:08 2017
5.087e-05,4.588e-05,4.588e-05,ATM,ATM/ETH,4.6e-05,3.77e-05,5.087e-05,59860.9669056,3.101e-05,3.101e-05,Mon Nov 27 18:27:08 2017
175.9999,77.00015,150.99999,GNO,GNO/USD,148.5999,135.56403858,175.9999,1.75512,77.00014,77.00014,Mon Nov 27 18:27:08 2017
0.01968,0.0061,0.01968,DIBC,DIBC/USD,0.01967,0.01968,0.01968,100.0,0.01968,0.01967,Mon Nov 27 18:27:08 2017
1.1e-07,7e-08,7e-08,CREVA,CREVA/BTC,9e-08,9e-08,8e-07,617848.987177,7e-08,7e-08,Mon Nov 27 18:27:08 2017
0.00019,0.00017,0.00019,DIME,DIME/RUR,0.00019,0.00018471,0.00019,16178165.1205,0.00017,0.00017,Mon Nov 27 18:27:08 2017
0.01449999,0.01102128,0.01449999,GNO,GNO/BTC,0.01449398,0.01288893,0.01449999,5.22980632,0.01102001,0.011,Mon Nov 27 18:27:08 2017
25000.99995,16500.0,16347.00025,FORTYTWO,FORTYTWO/USD,25000.99927,16936.3301747,16600.0,0.09216662,16347.0,16347.00025,Mon Nov 27 18:27:08 2017
0.0,0.97,0.0,VRM,VRM/VRC,14.9999,0.0,0.97,0.0,0.0,59.7,Mon Nov 27 18:27:08 2017
1.9e-06,1.72e-06,1.72e-06,LUNA,LUNA/BTC,2.17e-06,1.78e-06,1.9e-06,1668.93701179,1.7e-06,1.7e-06,Mon Nov 27 18:27:08 2017
4.227e-05,3.902e-05,4.225e-05,CPC,CPC/BTC,4.225e-05,4.02e-05,4.227e-05,994.00239484,3.901e-05,3.901e-05,Mon Nov 27 18:27:08 2017
0.00105567,0.00100111,0.0010011,DMD,DMD/BTC,0.00105559,0.00104047,0.00105566,23.10762978,0.00100105,0.00100105,Mon Nov 27 18:27:08 2017
622.0,607.00008,620.0,DASH,DASH/USD,621.99998,606.58971117,622.0,202.76766781,570.0,586.65011,Mon Nov 27 18:27:08 2017
2.501e-05,2.092e-05,2.086e-05,GUP,GUP/BTC,2.502e-05,2.122e-05,2.501e-05,237.4298332,2.034e-05,2.033e-05,Mon Nov 27 18:27:08 2017
5.1e-07,4.1e-07,4.2e-07,BLU,BLU/BTC,4.2e-07,4.5e-07,5.1e-07,263928.167145,4.1e-07,2.2e-07,Mon Nov 27 18:27:08 2017
487.55,476.0,476.0,ETH,ETH/USD,476.5,459.29963528,487.55,891.67490191,435.99999,435.99999,Mon Nov 27 18:27:08 2017
0.0,0.01,0.0,RUR,RUR/USD,0.17,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.00059996,0.00030007,0.00059996,BAT,BAT/ETH,0.00059998,0.00059996,0.00059996,11.76499209,0.00059996,0.00059982,Mon Nov 27 18:27:08 2017
0.00042095,0.00042195,0.00042094,CRBIT,CRBIT/ETH,0.00139959,0.00042095,0.00042224,169.97784898,0.00042094,0.00042094,Mon Nov 27 18:27:08 2017
1.59e-06,1.35e-06,1.47e-06,PUT,PUT/BTC,1.47e-06,1.47e-06,1.59e-06,50615.713928,1.24e-06,1.24e-06,Mon Nov 27 18:27:08 2017
0.0,0.12000001,0.0,MLN,MLN/ETH,0.28999998,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.009699,0.00940002,0.0094,LTC,LTC/BTC,0.00946236,0.0092719,0.009699,14896.3482727,0.0089,0.00858,Mon Nov 27 18:27:08 2017
0.555,0.25005,0.53,PRO,PRO/USD,0.53,0.17178909,0.555,2007.87202368,0.17019,0.17019,Mon Nov 27 18:27:08 2017
1.54e-06,9.5e-07,1.13e-06,BIT,BIT/BTC,1.13e-06,1.12e-06,1.54e-06,86478.155216,7.9e-07,7.9e-07,Mon Nov 27 18:27:08 2017
0.0,2.972e-05,0.0,CCRB,CCRB/ETH,0.00099885,0.0,2.973e-05,0.0,0.0,0.00099884,Mon Nov 27 18:27:08 2017
2.206e-05,2.206e-05,2.206e-05,DIBC,DIBC/ETH,2.207e-05,2.206e-05,0.0,1552.53253295,2.206e-05,2.206e-05,Mon Nov 27 18:27:08 2017
0.22999,0.14106,0.22999,BAT,BAT/USD,0.22999,0.22999,0.22999,4.3402,0.22999,0.22997,Mon Nov 27 18:27:08 2017
7e-08,5e-08,6e-08,UNRC,UNRC/BTC,6e-08,6e-08,7e-08,1081976.97631,4e-08,4e-08,Mon Nov 27 18:27:08 2017
0.00017815,0.00012358,0.00013298,KNC,KNC/BTC,0.00013564,0.00017598,0.00017815,537.53148205,0.00012285,0.00012285,Mon Nov 27 18:27:08 2017
1e-07,7e-08,7e-08,DANC,DANC/BTC,9e-08,9e-08,1e-07,304603.328088,7e-08,7e-08,Mon Nov 27 18:27:08 2017
40.058082,23.00000007,40.058082,FORTYTWO,FORTYTWO/ETH,74.49999997,39.58657724,40.058082,0.01211832,38.355097,37.654359,Mon Nov 27 18:27:08 2017
0.00025991,0.00016164,0.00018,ETHOS,ETHOS/BTC,0.00024956,0.00018859,0.00026,1949.47189805,0.000161,0.000161,Mon Nov 27 18:27:08 2017
0.0,29.0175,0.0,MLN,MLN/USD,147.0,0.0,29.0175,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,0.21000006,0.0,EL,EL/ZBC,1.419998,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,1.256e-05,0.0,PRO,PRO/ETH,0.00124988,0.0,1.257e-05,0.0,0.0,0.0012,Mon Nov 27 18:27:08 2017
0.0,0.00010891,0.0,CDX,CDX/ETH,0.000378,0.0,0.00012,0.0,0.0,0.00037799,Mon Nov 27 18:27:08 2017
