high,best_bid,last,cur,symbol,best_ask,vwap,max_bid,volume,low,min_ask,time
8400.0,8100.0001,8250.0,BTC,BTC/EUR,8250.0,8113.24013146,8400.0,1.60078873,7650.00036,7650.00036,Mon Nov 27 18:27:08 2017
4.87e-06,3.11e-06,3.08e-06,INSN,INSN/BTC,4.48e-06,3.53e-06,4.87e-06,6328.77751299,2.64e-06,2.64e-06,Mon Nov 27 18:27:08 2017
1692.2341,1604.00003,1625.0,BCH,BCH/USD,1645.0,1627.06717014,1692.2341,517.79170334,1531.0,700.0,Mon Nov 27 18:27:08 2017
0.00021186,0.00017,0.00017109,KRB,KRB/BTC,0.00017191,0.00018481,0.00021186,95607.5780782,0.00017,0.00017,Mon Nov 27 18:27:08 2017
2.9,2.40003,2.9,EOS,EOS/USD,2.9,2.68434149,2.9,1137.33191951,2.2,2.21004,Mon Nov 27 18:27:08 2017
0.0,0.00021003,0.0,ZRX,ZRX/ETH,0.00064999,0.0,0.00021004,0.0,0.0,0.00064999,Mon Nov 27 18:27:08 2017
1.0,3.01e-06,1.0,ESC,ESC/ETH,0.5,1.0,1.0,0.03878145,1.0,0.5,Mon Nov 27 18:27:08 2017
3.14e-06,2.69e-06,2.69e-06,EL,EL/BTC,2.96e-06,2.69e-06,4.17e-06,56780.8784908,2.42e-06,2.41e-06,Mon Nov 27 18:27:08 2017
0.00011738,9.694e-05,9.942e-05,KPL,KPL/ETH,0.00011738,8.84e-05,0.00011738,238647.58031,6.763e-05,6.763e-05,Mon Nov 27 18:27:08 2017
9.162e-05,5.224e-05,9.162e-05,PIPL,PIPL/ETH,9.22e-05,9.161e-05,9.162e-05,120.0,9.161e-05,8.293e-05,Mon Nov 27 18:27:08 2017
9.16e-05,9.151e-05,9.152e-05,ZBC,ZBC/ETH,0.00017436,9.151e-05,9.161e-05,4565.79682887,9.151e-05,9.151e-05,Mon Nov 27 18:27:08 2017
0.00054,0.00050202,0.00051521,STRAT,STRAT/BTC,0.00052374,0.00048443,0.00054,25859.7375318,0.00046001,0.00046001,Mon Nov 27 18:27:08 2017
0.00649706,0.00390224,0.0064,EOS,EOS/ETH,0.00639977,0.0064939,0.00649706,618.56188864,0.0064,0.0059999,Mon Nov 27 18:27:08 2017
0.00010534,5.489e-05,5.489e-05,CLD,CLD/BTC,5.49e-05,6.444e-05,8.034e-05,354.21011363,4.209e-05,4.209e-05,Mon Nov 27 18:27:08 2017
0.07994,0.0308,0.03081,KPL,KPL/USD,0.03081,0.03946315,0.07994,779.81060068,0.0308,0.0308,Mon Nov 27 18:27:08 2017
0.00348,0.0023,0.00246,DMC,DMC/USD,0.0026,0.00282906,0.00348,133038.128011,0.00202,0.00202,Mon Nov 27 18:27:08 2017
0.02149169,0.019,0.01900019,OMG,OMG/ETH,0.02149149,0.02121313,0.02149169,120.11680867,0.019,0.0189658,Mon Nov 27 18:27:08 2017
0.02915,0.02001,0.02126,YOC,YOC/USD,0.023,0.02526699,0.02915,42623.4921326,0.01993,0.01993,Mon Nov 27 18:27:08 2017
0.15782,0.131,0.1251,VIB,VIB/USD,0.15199,0.14702178,0.148,840.44129683,0.1251,0.149,Mon Nov 27 18:27:08 2017
0.0018882,0.00174108,0.001758,FRST,FRST/BTC,0.0017739,0.00176839,0.0019399,44971.8243062,0.00171852,0.00162,Mon Nov 27 18:27:08 2017
0.00204866,0.001941,0.00196,DOGE,DOGE/USD,0.00199,0.00195267,0.00204866,12499648.3792,0.00185101,0.00185101,Mon Nov 27 18:27:08 2017
5e-06,2.3e-06,5e-06,MSCN,MSCN/ETH,4.99e-06,5e-06,5e-06,25000.0,5e-06,4.99e-06,Mon Nov 27 18:27:08 2017
50000000.0,5.501e-05,9e-05,AMM,AMM/BTC,9e-05,0.00094956,50000000.0,869.7197743,5e-06,5e-06,Mon Nov 27 18:27:08 2017
9.99995,8.5,9.1,OMG,OMG/USD,9.79999,8.79999451,9.99996,35.90153846,8.2,8.2,Mon Nov 27 18:27:08 2017
9740.0,9546.05005,9546.03004,BTC,BTC/USD,9589.01003,9363.98570165,95001.0,555.45958877,8746.46,894.0,Mon Nov 27 18:27:08 2017
1.74e-06,1.7e-06,1.7e-06,MOJO,MOJO/BTC,1.71e-06,1.7e-06,1.74e-06,22096.0488457,1.59e-06,1.3e-06,Mon Nov 27 18:27:08 2017
0.0,2.706e-05,0.0,YOC,YOC/ETH,8.444e-05,0.0,2.706e-05,0.0,0.0,8.4e-05,Mon Nov 27 18:27:08 2017
0.0,0.01305,0.0,ZBC,ZBC/EUR,0.28999,0.0,0.01305,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,0.6,0.0,PUT,PUT/RUR,1.0,0.0,0.6,0.0,0.0,1.0,Mon Nov 27 18:27:08 2017
0.00032735,0.000302,0.00032735,VIB,VIB/ETH,0.00034,0.00031529,0.00032735,53236.4894297,0.00025886,0.00027908,Mon Nov 27 18:27:08 2017
6.34e-06,5.2e-06,5.45e-06,ARC,ARC/BTC,5.59e-06,5.94e-06,0.002,196251.183215,5.01e-06,5e-06,Mon Nov 27 18:27:08 2017
0.00144,0.00123,0.00139,MSCN,MSCN/USD,0.0014,0.00140527,0.00144,62592.1097833,0.00123,0.00123,Mon Nov 27 18:27:08 2017
0.0,0.00050035,0.0,WINGS,WINGS/ETH,0.0019693,0.0,0.00050035,0.0,0.0,0.0019693,Mon Nov 27 18:27:08 2017
5.45,2.05,5.45,MTL,MTL/USD,88.99998,5.45,5.45,7.81685,5.45,88.99998,Mon Nov 27 18:27:08 2017
2.55e-06,1.58e-06,2.2e-06,ATM,ATM/BTC,2.37e-06,1.88e-06,2.55e-06,49359.0311404,1.17e-06,1.17e-06,Mon Nov 27 18:27:08 2017
2.14,1.41001,1.4767,EL,EL/RUR,1.52,1.44393252,2.14,11177.7443293,1.23001,1.23001,Mon Nov 27 18:27:08 2017
9.2e-07,5.2e-07,5.2e-07,EDR,EDR/BTC,5.8e-07,6.2e-07,9.7e-07,1467498.2642,4e-07,4e-07,Mon Nov 27 18:27:08 2017
1.998e-05,1.46e-05,1.639e-05,SNGLS,SNGLS/BTC,1.76e-05,1.662e-05,1.998e-05,4179.49676214,1.561e-05,1.561e-05,Mon Nov 27 18:27:08 2017
0.15204,0.1001,0.1001,RLT,RLT/USD,0.151,0.14056344,0.15204,708.6613106,0.1001,0.1001,Mon Nov 27 18:27:08 2017
3.619e-05,3.913e-05,3.546e-05,CVC,CVC/BTC,4.372e-05,3.561e-05,3.913e-05,1057.67728599,3.546e-05,3.538e-05,Mon Nov 27 18:27:08 2017
0.0,0.04642656,0.0,REP,REP/ETH,0.18699997,0.0,0.04642656,0.0,0.0,40.0,Mon Nov 27 18:27:08 2017
4e-08,4e-08,4e-08,ACN,ACN/BTC,5e-08,4e-08,4e-08,242737.089468,4e-08,4e-08,Mon Nov 27 18:27:08 2017
6e-05,5.53e-05,5.463e-05,WINGS,WINGS/BTC,6.276e-05,5.624e-05,6e-05,387.55141705,5.463e-05,5.463e-05,Mon Nov 27 18:27:08 2017
3.989,3.76008,3.8,PLBT,PLBT/USD,3.95,3.85358071,3.989,421.05972192,3.20011,3.20011,Mon Nov 27 18:27:08 2017
0.00039499,0.00037576,0.00037226,PIVX,PIVX/BTC,0.00041094,0.00038097,0.00039499,1900.20766426,0.00036601,0.00036601,Mon Nov 27 18:27:08 2017
17.4,16.30003,16.88987,FRST,FRST/USD,16.88987,16.68779461,17.4,914.31645511,15.45,15.45,Mon Nov 27 18:27:08 2017
3.4e-07,1.2e-07,2.4e-07,DMC,DMC/BTC,2.5e-07,2.4e-07,7e-07,80238.2475374,1.1e-07,1.1e-07,Mon Nov 27 18:27:08 2017
40.0,25.99999,40.0,REP,REP/USD,40.0,26.81130518,40.0,1.492236,25.0,25.0,Mon Nov 27 18:27:08 2017
3.96e-06,3.22e-06,3.58e-06,ADZ,ADZ/BTC,3.7e-06,3.42e-06,3.79e-06,47125.4899056,3e-06,3e-06,Mon Nov 27 18:27:08 2017
0.000344,0.00028549,0.00032418,MCR,MCR/BTC,0.00031338,0.0002961,0.0005284,4134.26820216,0.00022083,0.00022083,Mon Nov 27 18:27:08 2017
0.00018899,0.00015311,0.00018899,TKN,TKN/BTC,0.00018499,0.00016402,0.00018899,125.08129238,0.00015303,0.00015303,Mon Nov 27 18:27:08 2017
0.0,0.0008,0.0,MSCN,MSCN/EUR,0.0016,0.0,0.0,0.0,0.0,0.00233,Mon Nov 27 18:27:08 2017
0.00130905,0.00130905,0.00130905,MTL,MTL/ETH,0.01614569,0.00130905,0.0,2.0,0.00130905,0.00130905,Mon Nov 27 18:27:08 2017
1.04e-06,8.7e-07,8.7e-07,GYC,GYC/BTC,9.5e-07,9.5e-07,1.04e-06,94416.3862492,8.7e-07,8.7e-07,Mon Nov 27 18:27:08 2017
0.0085,0.00731947,0.00700002,PLBT,PLBT/ETH,0.00843778,0.00722961,0.0085,403.6502769,0.00700002,0.00700002,Mon Nov 27 18:27:08 2017
0.00125,0.00093011,0.00092999,OMG,OMG/BTC,0.00111463,0.00101713,0.00124908,726.83330903,0.00090555,0.000904,Mon Nov 27 18:27:08 2017
0.0,1.50556,0.0,ARC,ARC/RUR,4.79999,0.0,1.505,0.0,0.0,100.0,Mon Nov 27 18:27:08 2017
0.25119,0.19,0.22,ZRX,ZRX/USD,0.242,0.22070807,0.25119,175.04809,0.22,0.22,Mon Nov 27 18:27:08 2017
0.00199999,0.00181026,0.00192,EMC,EMC/ETH,0.002,0.00190943,0.002,2402.3854671,0.00187447,0.00187447,Mon Nov 27 18:27:08 2017
0.0,0.0100126,0.0,eETT,eETT/wETT,0.8,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.03722724,0.03471003,0.03609989,FRST,FRST/ETH,0.03609983,0.03608922,0.03722724,3741.07621488,0.03333362,0.03333362,Mon Nov 27 18:27:08 2017
3.49e-06,3.22e-06,3.22e-06,HVN,HVN/BTC,3.46e-06,3.37e-06,3.5e-06,22272.8351868,3.11e-06,3.11e-06,Mon Nov 27 18:27:08 2017
0.0,0.11019,0.0,EDR,EDR/RUR,0.7,0.0,0.2,0.0,0.0,20.0,Mon Nov 27 18:27:08 2017
0.00022327,0.00019674,0.00019679,CLP,CLP/BTC,0.0002,0.00020703,0.00022327,10791.7055461,0.00019672,0.00019672,Mon Nov 27 18:27:08 2017
9.979e-05,6.216e-05,6.546e-05,FUNC,FUNC/ETH,6.548e-05,6.911e-05,9.979e-05,72932.1684343,6.309e-05,6.309e-05,Mon Nov 27 18:27:08 2017
0.28718,0.26001,0.26082,LEO,LEO/USD,0.27003,0.27182503,0.28718,18290.4723311,0.25487,0.25487,Mon Nov 27 18:27:08 2017
4.3e-07,4.2e-07,4.2e-07,PRES,PRES/BTC,4.3e-07,4.3e-07,4.2e-07,2847.54526758,4.2e-07,4.2e-07,Mon Nov 27 18:27:08 2017
1.379e-05,7.26e-06,7.23e-06,eETT,eETT/BTC,8.73e-06,8.77e-06,1.379e-05,4972.4873477,7.13e-06,1.3e-06,Mon Nov 27 18:27:08 2017
0.0,6.1e-05,0.0,ZBC,ZBC/XMR,0.0005577,0.0,0.0,0.0,0.0,0.0005577,Mon Nov 27 18:27:08 2017
6.32e-05,6.313e-05,6.32e-05,RLC,RLC/BTC,7.391e-05,6.32e-05,6.325e-05,17.37379046,6.32e-05,6.32e-05,Mon Nov 27 18:27:08 2017
0.00026646,0.00023347,0.00023346,RLT,RLT/ETH,0.00059999,0.00026236,0.00026658,813.62486497,0.00023346,0.00023346,Mon Nov 27 18:27:08 2017
2.8e-07,1.5e-07,1.5e-07,ESP,ESP/ETH,2.4e-07,2.3e-07,2.8e-07,4280869.80936,1.5e-07,1.5e-07,Mon Nov 27 18:27:08 2017
5.188e-05,2.002e-05,2.002e-05,SOAR,SOAR/ETH,5.186e-05,3.432e-05,5.188e-05,8382.26258863,2.002e-05,2.002e-05,Mon Nov 27 18:27:08 2017
0.00040007,0.00010001,0.00040007,LEO,LEO/ETH,0.00063048,0.00040007,0.0005,80.0,0.00040007,0.00040007,Mon Nov 27 18:27:08 2017
2.25e-05,2.128e-05,2.188e-05,NXT,NXT/BTC,2.25e-05,1.844e-05,2.25e-05,154374.182993,1.503e-05,1.503e-05,Mon Nov 27 18:27:08 2017
0.000103,8e-05,8.69e-05,SUMO,SUMO/BTC,8.826e-05,9.004e-05,0.000103,897.79725288,7.59e-05,8.57e-05,Mon Nov 27 18:27:08 2017
0.0,30.303,0.0,PIVX,PIVX/RUR,285.0,0.0,30.303,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,0.01300894,0.0,BTB,BTB/ETH,0.06799999,0.0,0.01300894,0.0,0.0,0.06799999,Mon Nov 27 18:27:08 2017
0.0052,0.00361,0.0052,BLU,BLU/USD,0.0052,0.00439775,0.0052,1585.54409,0.00361,0.003,Mon Nov 27 18:27:08 2017
0.00087615,0.00079017,0.00079676,LSK,LSK/BTC,0.00080538,0.00081954,0.00087615,152635.038734,0.00078549,0.0001,Mon Nov 27 18:27:08 2017
3.489e-05,3.323e-05,3.323e-05,CURE,CURE/BTC,3.399e-05,3.392e-05,3.489e-05,124290.363178,3.321e-05,2.5e-05,Mon Nov 27 18:27:08 2017
164.4999,157.50028,161.2999,XMR,XMR/USD,161.2999,159.0775542,164.4999,354.93972369,154.2,154.2,Mon Nov 27 18:27:08 2017
0.72356255,0.617708,0.61634774,BCC,BCC/ETH,0.64355233,0.62991589,0.72356255,24.68926211,0.58387421,0.58387421,Mon Nov 27 18:27:08 2017
0.0,0.0004,0.0,POSW,POSW/XMR,0.001965,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.03098,0.02052,0.03098,FUNC,FUNC/USD,0.03098,0.03097309,0.03098,1665.20181046,0.03097,0.0,Mon Nov 27 18:27:08 2017
2.69e-06,2.2e-06,2.37e-06,POST,POST/BTC,2.51e-06,2.39e-06,2.69e-06,68113.2594151,2.2e-06,2.2e-06,Mon Nov 27 18:27:08 2017
9.79e-05,9.564e-05,9.626e-05,EMC,EMC/BTC,9.697e-05,9.468e-05,9.79e-05,45287.98815,9.25e-05,9.25e-05,Mon Nov 27 18:27:08 2017
0.0,0.00109924,0.0,STORJ,STORJ/ETH,0.00749969,0.0,0.00109925,0.0,0.0,0.00749969,Mon Nov 27 18:27:08 2017
0.0,2.021e-05,0.0,TRUMP,TRUMP/ETH,0.0001,0.0,2.027e-05,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.0,4e-05,0.0,BIO,BIO/ETH,8.449e-05,0.0,4.001e-05,0.0,0.0,8.449e-05,Mon Nov 27 18:27:08 2017
3.12e-06,2.32e-06,2.39e-06,YOC,YOC/BTC,2.37e-06,2.69e-06,3.12e-06,925402.392481,2.28e-06,2.28e-06,Mon Nov 27 18:27:08 2017
1.2e-07,8e-08,8e-08,XMS,XMS/BTC,1.2e-07,1.1e-07,1.2e-07,483281.471456,8e-08,8e-08,Mon Nov 27 18:27:08 2017
0.00012298,0.0001001,0.0001001,THS,THS/BTC,0.0001011,0.00011204,0.00076,295251.516735,9.092e-05,9.092e-05,Mon Nov 27 18:27:08 2017
2.475e-05,2.2e-05,2.309e-05,XEM,XEM/BTC,2.309e-05,2.316e-05,2.475e-05,8530.80884874,2.2e-05,2.2e-05,Mon Nov 27 18:27:08 2017
6.22e-06,4.51e-06,6.17e-06,KPL,KPL/BTC,6.12e-06,3.17e-06,6.22e-06,6772.248224,2.23e-06,2.22e-06,Mon Nov 27 18:27:08 2017
2.371e-05,2.176e-05,2.221e-05,INCNT,INCNT/BTC,2.296e-05,2.228e-05,2.371e-05,111282.572341,2.126e-05,2.126e-05,Mon Nov 27 18:27:08 2017
0.00993571,0.00891848,0.00891847,STRAT,STRAT/ETH,0.01189078,0.0095135,0.00993571,76.59379227,0.00866888,0.00866888,Mon Nov 27 18:27:08 2017
0.0,0.00035681,0.0,POSW,POSW/LTC,0.00259989,0.0,0.0,0.0,0.0,0.0037995,Mon Nov 27 18:27:08 2017
0.00216919,0.00013592,0.00216919,CLD,CLD/ETH,0.00216918,0.00170883,0.00216919,84.08685393,0.00120017,0.00120017,Mon Nov 27 18:27:08 2017
0.0002409,0.00022522,0.00023129,GAME,GAME/BTC,0.00023897,0.00022564,0.00024091,5382.63042028,0.00021783,0.0002,Mon Nov 27 18:27:08 2017
27.8,22.07003,22.07009,OTN,OTN/USD,22.49,22.47536168,27.8,2000.40546138,20.0,20.0,Mon Nov 27 18:27:08 2017
1.7e-07,1.4e-07,1.4e-07,MSCN,MSCN/BTC,1.5e-07,1.5e-07,1.7e-07,849200.003844,1.4e-07,1.4e-07,Mon Nov 27 18:27:08 2017
0.75,0.64,0.75,STORJ,STORJ/USD,0.7998,0.75,0.64,5.98258529,0.75,0.75,Mon Nov 27 18:27:08 2017
5.01,4.82001,5.001,STRAT,STRAT/USD,5.001,4.85057498,5.01,647.25726452,4.39,4.39,Mon Nov 27 18:27:08 2017
58.44999,56.85002,57.85699,USD,USD/RUR,57.85697,56.96319401,58.44999,6235.8335269,54.3,54.3,Mon Nov 27 18:27:08 2017
0.0,12.02222,0.0,THS,THS/RUR,99.99999,0.0,12.02222,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
0.03333005,0.03089899,0.03100998,BCC,BCC/BTC,0.03100998,0.03142632,0.302,2579.14486555,0.02906595,0.02906595,Mon Nov 27 18:27:08 2017
0.00010084,7.045e-05,7.986e-05,SNT,SNT/ETH,8.254e-05,8.152e-05,0.00010084,21661.7499805,7.132e-05,7.132e-05,Mon Nov 27 18:27:08 2017
6.18e-06,5.58e-06,5.57e-06,SXC,SXC/BTC,5.82e-06,5.7e-06,6.18e-06,1201124.56798,5.45e-06,5.45e-06,Mon Nov 27 18:27:08 2017
0.0615,0.0465,0.046725,OTN,OTN/ETH,0.04695,0.05056753,0.0615,41489.6853518,0.04209312,0.04221862,Mon Nov 27 18:27:08 2017
0.00244996,0.00200002,0.00239999,BTB,BTB/BTC,0.00239999,0.00215041,0.00244996,1.5632311,0.00157011,0.00157011,Mon Nov 27 18:27:08 2017
0.0,0.11111,0.0,PIVX,PIVX/EUR,3.55,0.0,0.11111,0.0,0.0,3.55,Mon Nov 27 18:27:08 2017
49.0,21.00001,49.0,EMC,EMC/RUR,51.0,48.96990618,49.0,125.0309552,47.9,0.0,Mon Nov 27 18:27:08 2017
0.000371,4.804e-05,0.000371,SNGLS,SNGLS/ETH,0.000385,0.000371,0.000371,85.27884909,0.000371,0.00037099,Mon Nov 27 18:27:08 2017
1.8e-07,1.1e-07,1.1e-07,LDC,LDC/BTC,1.7e-07,1.4e-07,1.8e-07,13818.7720593,1.1e-07,1.1e-07,Mon Nov 27 18:27:08 2017
0.03973,0.02702,0.03973,SNT,SNT/USD,0.03972,0.03766197,0.03973,2750.4104984,0.03696,0.03696,Mon Nov 27 18:27:08 2017
0.0,0.00150001,0.0,TKN,TKN/ETH,0.0089,0.0,0.00150002,0.0,0.0,0.00889999,Mon Nov 27 18:27:08 2017
0.39998,0.27215,0.27201,CVC,CVC/USD,0.41199,0.3885009,0.39998,112.59563,0.27201,0.27201,Mon Nov 27 18:27:08 2017
0.0,0.00064773,0.0,CVC,CVC/ETH,0.00089323,0.0,0.00064773,0.0,0.0,0.00089323,Mon Nov 27 18:27:08 2017
0.16733,0.121,0.16733,SNGLS,SNGLS/USD,0.16733,0.16589228,0.16733,311.67686081,0.16399,0.16399,Mon Nov 27 18:27:08 2017
6.777,5.51101,6.777,MCO,MCO/USD,6.79999,6.48844728,6.777,50.2032498,5.50001,5.50001,Mon Nov 27 18:27:08 2017
1.804e-05,1.345e-05,1.437e-05,RLT,RLT/BTC,1.454e-05,1.296e-05,1.804e-05,253530.314842,1.069e-05,1.1e-05,Mon Nov 27 18:27:08 2017
0.0,0.00095554,0.0,GRS,GRS/ETH,0.00208347,0.0,0.00095563,0.0,0.0,0.00208347,Mon Nov 27 18:27:08 2017
7.8e-07,7.3e-07,7.3e-07,BURST,BURST/BTC,7.5e-07,7.5e-07,7.8e-07,336619.408827,7.1e-07,7e-07,Mon Nov 27 18:27:08 2017
3.834e-05,2.075e-05,3.834e-05,PRO,PRO/BTC,3.755e-05,3.157e-05,3.834e-05,3941.05242161,1.828e-05,1.828e-05,Mon Nov 27 18:27:08 2017
0.0252,0.02313,0.02313,BIO,BIO/USD,0.0252,0.0248241,0.0252,5290.4875018,0.02313,0.02313,Mon Nov 27 18:27:08 2017
0.00094184,0.00087,0.000903,DBIX,DBIX/BTC,0.000903,0.00079011,0.00094184,16705.2681644,0.00060002,1.5e-05,Mon Nov 27 18:27:08 2017
1.5,1.5,1.5,TKN,TKN/USD,1.9,1.40914831,1.5,73.67094678,1.402,0.0,Mon Nov 27 18:27:08 2017
0.092,0.07301,0.086,MSCN,MSCN/RUR,0.09,0.08437673,0.092,19514.2098491,0.07999,0.07999,Mon Nov 27 18:27:08 2017
0.01663655,0.01128209,0.01663646,MCO,MCO/ETH,0.01663646,0.01320456,0.01663655,68.9110297,0.011,0.01663646,Mon Nov 27 18:27:08 2017
568999.96,537000.0,547793.86,BTC,BTC/RUR,554500.99999,517185.069855,5350000.0,7.61214889,486002.08001,486002.08001,Mon Nov 27 18:27:08 2017
2.008e-05,1.787e-05,1.8e-05,BAT,BAT/BTC,2.007e-05,1.827e-05,2.007e-05,1616.53893038,1.768e-05,1.768e-05,Mon Nov 27 18:27:08 2017
0.00134,0.00086,0.00125,DANC,DANC/USD,0.00125,0.00130685,0.0086,17486.1852,0.00086,0.00086,Mon Nov 27 18:27:08 2017
0.0,1.06e-06,0.0,PUT,PUT/ETH,3.899e-05,0.0,1.16e-06,0.0,0.0,3.899e-05,Mon Nov 27 18:27:08 2017
0.0,0.81288,0.0,YOC,YOC/RUR,3.99999,0.0,0.81288,0.0,0.0,3.2,Mon Nov 27 18:27:08 2017
0.66797,0.47303,0.66797,GRS,GRS/USD,0.66795,0.66797,0.66797,14.54438,0.66797,0.6,Mon Nov 27 18:27:08 2017
0.00696,0.00312,0.00689,ASAFE2,ASAFE2/USD,0.00727,0.00689025,0.00696,6929.05684582,0.00688,0.00688,Mon Nov 27 18:27:08 2017
0.00028781,0.00022701,0.00026918,PAY,PAY/BTC,0.00026742,0.00024055,0.00028781,1718.04675926,0.00022602,0.00022602,Mon Nov 27 18:27:08 2017
0.015,0.0111,0.015,PUT,PUT/USD,0.015,0.01426244,0.015,3122.24214,0.0124,0.0124,Mon Nov 27 18:27:08 2017
0.00202766,0.00070005,0.00180449,ETHP,ETHP/ETH,0.00147123,0.00111881,0.00202766,343.50899944,0.00070002,0.00070002,Mon Nov 27 18:27:08 2017
0.0,0.00099999,0.0,wETT,wETT/WAVES,0.06946,0.0,0.0,0.0,0.0,0.0,Mon Nov 27 18:27:08 2017
1.99999999,1.80000422,1.94999954,FORTYTWO,FORTYTWO/BTC,1.9499996,1.81755263,2.4,0.34169251,1.8,1.8,Mon Nov 27 18:27:08 2017
0.00041176,0.000395,0.00040299,PLBT,PLBT/BTC,0.00040299,0.00039979,0.00041176,6130.49127381,0.000382,0.000382,Mon Nov 27 18:27:08 2017
0.00065,0.00054,0.00054,UNRC,UNRC/USD,0.00062,0.00056856,0.00065,764042.827096,0.00054,0.00054,Mon Nov 27 18:27:08 2017
